Name,File
Lean.Meta.RefinedDiscrTree.Trie.mapArraysM,Mathlib.Lean.Meta.RefinedDiscrTree
ULiftable.adaptDown,Mathlib.Control.ULiftable
Stream'.Seq.mem_rec_on,Mathlib.Data.Seq.Seq
RootPairing.EmbeddedG2.threeShortAddLong,Mathlib.LinearAlgebra.RootSystem.Finite.g2
Decidable.peirce,Init.PropLemmas
Lean.Expr.modifyArgM,Mathlib.Lean.Expr.Basic
Finset.Pi.cons,Mathlib.Data.Finset.Pi
Con.liftOn₂,Mathlib.GroupTheory.Congruence.Defs
FirstOrder.Language.Substructure.closure_induction',Mathlib.ModelTheory.Substructures
Subsemigroup.iSup_induction',Mathlib.Algebra.Group.Subsemigroup.Membership
Std.DHashMap.Internal.AssocList.getD,Std.Data.DHashMap.Internal.AssocList.Basic
Lean.Expr.forEachWhere,Lean.Util.ForEachExprWhere
List.anyM,Init.Data.List.Control
Bind.bindLeft,Init.Control.Basic
Std.TreeMap.keyAtIdx,Std.Data.TreeMap.Basic
Lean.Meta.DiscrTree.Trie.foldM,Lean.Meta.DiscrTree
Fin.dfoldrM.loop,Batteries.Data.Fin.Basic
OptionT.run,Init.Control.Option
Lean.MVarId.isDeclared,Batteries.Lean.Meta.Basic
Bundle.TotalSpace.trivialSnd,Mathlib.Data.Bundle
ContDiffAt.localInverse,Mathlib.Analysis.Calculus.InverseFunctionTheorem.ContDiff
Ordnode.findMax'_all,Mathlib.Data.Ordmap.Invariants
Std.DTreeMap.Internal.Impl.minKeyD.induct,Std.Data.DTreeMap.Internal.Model
iInf,Mathlib.Order.SetNotation
Quot.out,Mathlib.Data.Quot
Multiset.esymm,Mathlib.RingTheory.MvPolynomial.Symmetric.Defs
DenseRange.induction_on,Mathlib.Topology.DenseEmbedding
CategoryTheory.Limits.wideEqualizer,Mathlib.CategoryTheory.Limits.Shapes.WideEqualizers
SimpleGraph.Reachable.elim_path,Mathlib.Combinatorics.SimpleGraph.Path
Lean.Syntax.MonadTraverser.goUp,Lean.Syntax
naturalParameterization,Mathlib.Analysis.ConstantSpeed
Option.iget,Mathlib.Data.Option.Defs
Std.Time.GenericFormat.parseBuilder!,Std.Time.Format.Basic
Finset.centerMass,Mathlib.Analysis.Convex.Combination
CategoryTheory.MorphismProperty.of_eq,Mathlib.CategoryTheory.MorphismProperty.Basic
Computation.terminatesRecOn,Mathlib.Data.Seq.Computation
Nimber.rec,Mathlib.SetTheory.Nimber.Basic
Projectivization.lift,Mathlib.LinearAlgebra.Projectivization.Basic
Lean.Expr.withApp'.go,Batteries.Lean.Expr
Lean.mkStateFromImportedEntries,Lean.EnvExtension
Lean.Syntax.forArgsM,Lean.Parser.Basic
Lean.Elab.InfoTree.foldInfo,Lean.Server.InfoUtils
Std.TreeMap.Raw.get,Std.Data.TreeMap.Raw.Basic
Mathlib.Linter.addModuleDeprecation,Mathlib.Tactic.Linter.DeprecatedModule
Batteries.BinomialHeap.Imp.Heap.foldTreeM,Batteries.Data.BinomialHeap.Basic
Fin.foldlM,Init.Data.Fin.Fold
absurd,Init.Prelude
Std.DTreeMap.Raw.findD,Std.Data.DTreeMap.Raw.Basic
Lean.Compiler.LCNF.normParam,Lean.Compiler.LCNF.CompilerM
SimpleGraph.ConnectedComponent.lift,Mathlib.Combinatorics.SimpleGraph.Path
DirectSum.IsInternal.subordinateOrthonormalBasisIndex,Mathlib.Analysis.InnerProductSpace.PiL2
Std.DHashMap.Raw.foldM,Std.Data.DHashMap.Raw
Set.MemUnion.elim,Mathlib.Data.Set.Basic
Vector.vector₂_induction,Init.Data.Vector.Lemmas
CategoryTheory.ShortComplex.opcycles,Mathlib.Algebra.Homology.ShortComplex.RightHomology
ExceptCpsT.run,Init.Control.ExceptCps
Lean.Compiler.LCNF.LetValue.forFVarM,Lean.Compiler.LCNF.FVarUtil
Std.TreeMap.findD,Std.Data.TreeMap.Basic
Finset.induction_on_pi,Mathlib.Data.Finset.PiInduction
Valued.extension,Mathlib.Topology.Algebra.Valued.ValuedField
CategoryTheory.IsFiltered.max,Mathlib.CategoryTheory.Filtered.Basic
Fin.foldr,Init.Data.Fin.Fold
Relation.TransGen.closed',Mathlib.Logic.Relation
WithZero.recZeroCoe,Mathlib.Algebra.Group.WithOne.Defs
MLList.asArray,Batteries.Data.MLList.Basic
Finset.expect,Mathlib.Algebra.BigOperators.Expect
Lean.getTraces,Lean.Util.Trace
Lean.PrettyPrinter.Delaborator.SubExpr.withLetValue,Lean.PrettyPrinter.Delaborator.SubExpr
Ordinal.liftOnWellOrder,Mathlib.SetTheory.Ordinal.Basic
Relation.join_of_equivalence,Mathlib.Logic.Relation
CategoryTheory.Limits.wideCoequalizer,Mathlib.CategoryTheory.Limits.Shapes.WideEqualizers
MonomialOrder.lCoeff,Mathlib.RingTheory.MvPolynomial.MonomialOrder
Lean.Syntax.instForInTopDown.loop,Lean.Syntax
WellFounded.lt_sup,Mathlib.Order.WellFounded
CategoryTheory.HasClassifier.Ω,Mathlib.CategoryTheory.Topos.Classifier
Fin.dfoldlM,Batteries.Data.Fin.Basic
CategoryTheory.MorphismProperty.shift,Mathlib.CategoryTheory.Shift.Localization
Nat.forRevM.loop,Init.Data.Nat.Control
Polynomial.smeval,Mathlib.Algebra.Polynomial.Smeval
stereoInvFunAux,Mathlib.Geometry.Manifold.Instances.Sphere
Std.DTreeMap.Internal.Impl.erase.induct,Std.Data.DTreeMap.Internal.Model
Lean.Meta.traverseLet,Lean.Meta.ExprTraverse
Nat.recOnMul,Mathlib.Data.Nat.Factorization.Induction
AddSubmonoid.closure_induction_right,Mathlib.Algebra.Group.Submonoid.Membership
Aesop.ForwardRuleMatch.foldHyps,Aesop.Forward.Match
Finset.choose,Mathlib.Data.Finset.Basic
Lean.PrettyPrinter.Delaborator.SubExpr.withBoundedAppFn,Lean.PrettyPrinter.Delaborator.SubExpr
Lean.Elab.withEnableInfoTree,Lean.Elab.InfoTree.Main
MinimalFor.prop,Mathlib.Order.Defs.Unbundled
SimpleGraph.ConnectedComponent.recOn,Mathlib.Combinatorics.SimpleGraph.Path
npowBinRec.go,Mathlib.Algebra.Group.Defs
gramSchmidt,Mathlib.Analysis.InnerProductSpace.GramSchmidtOrtho
Submonoid.iSup_induction,Mathlib.Algebra.Group.Submonoid.Membership
List.Pairwise.rel_head_tail,Mathlib.Data.List.Pairwise
Int.Linear.Poly.insert.induct,Init.Data.Int.Linear
CategoryTheory.Monad.MonadicityInternal.comparisonLeftAdjointObj,Mathlib.CategoryTheory.Monad.Monadicity
Lean.isRec,Lean.MonadEnv
Lean.Meta.lambdaBoundedTelescope,Lean.Meta.Basic
Lean.Elab.Term.withSynthesize,Lean.Elab.SyntheticMVars
Batteries.RBMap.foldl,Batteries.Data.RBMap.Basic
BooleanSubalgebra.closure_bot_sup_induction,Mathlib.Order.BooleanSubalgebra
Mathlib.Tactic.BicategoryLike.NormalExpr.leftUnitorInvM,Mathlib.Tactic.CategoryTheory.Coherence.Normalize
Lean.Elab.Term.withNarrowedArgTacticReuse,Lean.Elab.Term
Lean.MonadHashMapCacheAdapter.cache,Lean.Util.MonadCache
CategoryTheory.Limits.sigmaObj,Mathlib.CategoryTheory.Limits.Shapes.Products
WeierstrassCurve.Jacobian.add,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Point
Lean.Elab.elabTerminationHints,Lean.Elab.PreDefinition.TerminationHint
Submodule.iSup_induction',Mathlib.LinearAlgebra.Span.Basic
Exists.classicalRecOn,Mathlib.Logic.Basic
Profinite.NobelingProof.term,Mathlib.Topology.Category.Profinite.Nobeling.Basic
WeierstrassCurve.Jacobian.dblU,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula
Std.DTreeMap.Raw.Const.get,Std.Data.DTreeMap.Raw.Basic
Int.rel_of_forall_rel_succ_of_le,Mathlib.Order.Monotone.Basic
Topology.WithUpperSet.rec,Mathlib.Topology.Order.UpperLowerSetTopology
Batteries.PairingHeapImp.Heap.fold,Batteries.Data.PairingHeap
Submodule.pow_induction_on_left,Mathlib.Algebra.Algebra.Operations
zpowRec,Mathlib.Algebra.Group.Defs
RelSeries.rel_of_lt,Mathlib.Order.RelSeries
Lean.Meta.DiscrTree.foldM,Lean.Meta.DiscrTree
Lean.PrettyPrinter.Delaborator.SubExpr.withAppArg,Lean.PrettyPrinter.Delaborator.SubExpr
Std.DTreeMap.Raw.maxKeyD,Std.Data.DTreeMap.Raw.Basic
MonadExcept.orelse',Init.Control.Except
elementalStarAlgebra.induction_on,Mathlib.Topology.Algebra.StarSubalgebra
Lean.Elab.InfoTree.deepestNodesM,Lean.Server.InfoUtils
Std.DTreeMap.Raw.getKeyLED,Std.Data.DTreeMap.Raw.Basic
Polynomial.induction_on',Mathlib.Algebra.Polynomial.Basic
Std.TreeMap.revFold,Std.Data.TreeMap.Basic
RingTheory.Sequence.IsRegular.ndrecIterModByRegularWithRing,Mathlib.RingTheory.Regular.RegularSequence
DirectLimit.induction₃,Mathlib.Order.DirectedInverseSystem
Affine.Triangle.orthocenter,Mathlib.Geometry.Euclidean.MongePoint
Lean.mkConstWithLevelParams,Lean.MonadEnv
Mathlib.AssertNotExist.addDeclEntry,Mathlib.Util.AssertExistsExt
toMeromorphicNFAt,Mathlib.Analysis.Meromorphic.NormalForm
UniqueFactorizationMonoid.induction_on_prime,Mathlib.RingTheory.UniqueFactorizationDomain.Defs
Quotient.rep,Mathlib.Logic.Encodable.Basic
ByteArray.forIn,Init.Data.ByteArray.Basic
CategoryTheory.MorphismProperty.of_isPullback_of_descendsAlong,Mathlib.CategoryTheory.MorphismProperty.Descent
Std.DTreeMap.Internal.Impl.getKeyLE,Std.Data.DTreeMap.Internal.Queries
Array.getInternal,Init.Prelude
Trans.heq,Batteries.Tactic.Trans
Fin.dfoldrM,Batteries.Data.Fin.Basic
cfc_cases,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unital
Std.DTreeMap.Internal.Impl.getKeyGT,Std.Data.DTreeMap.Internal.Queries
Encodable.choose,Mathlib.Logic.Encodable.Basic
ST.Ref.set,Init.System.ST
TruncatedWittVector.coeff,Mathlib.RingTheory.WittVector.Truncated
Stream'.cycleF,Mathlib.Data.Stream.Defs
RootPairing.weylGroup.induction,Mathlib.LinearAlgebra.RootSystem.WeylGroup
Subsemiring.closure_induction₂,Mathlib.Algebra.Ring.Subsemiring.Basic
MvPolynomial.induction_on',Mathlib.Algebra.MvPolynomial.Basic
DirectLimit.induction₂,Mathlib.Order.DirectedInverseSystem
Vector.foldlM,Init.Data.Vector.Basic
MvPFunctor.wRec,Mathlib.Data.PFunctor.Multivariate.W
Lean.Core.viewSubexpr,Lean.Meta.ExprLens
Std.TreeMap.Raw.keyAtIndex!,Std.Data.TreeMap.Raw.Basic
Int.rel_of_forall_rel_succ_of_lt,Mathlib.Order.Monotone.Basic
IocProdIoc,Mathlib.Probability.Kernel.IonescuTulcea.Maps
Qq.withProcessPostponed,Qq.Macro
Lean.MonadStateCacheT.run,Lean.Util.MonadCache
Lean.RBMap.revFold,Lean.Data.RBMap
Function.uncurry,Init.Data.Function
Std.Internal.List.getValue!,Std.Data.Internal.List.Associative
Std.DHashMap.Const.get,Std.Data.DHashMap.Basic
CategoryTheory.MorphismProperty.of_pullback_fst_of_descendsAlong,Mathlib.CategoryTheory.MorphismProperty.Descent
QuotientAddGroup.automorphize,Mathlib.Topology.Algebra.InfiniteSum.Module
List.Pairwise.rel_head,Mathlib.Data.List.Pairwise
Lean.Compiler.LCNF.Code.forFVarM,Lean.Compiler.LCNF.FVarUtil
Lean.Meta.LibrarySearch.abortSpeculation,Lean.Meta.Tactic.LibrarySearch
Quotient.finLiftOn,Mathlib.Data.Fintype.Quotient
Directed.sequence,Mathlib.Logic.Encodable.Basic
Affine.Simplex.mongePoint,Mathlib.Geometry.Euclidean.MongePoint
LaurentPolynomial.induction_on',Mathlib.Algebra.Polynomial.Laurent
CategoryTheory.Enriched.FunctorCategory.enrichedHom,Mathlib.CategoryTheory.Enriched.FunctorCategory
Lean.exprDependsOn',Lean.MetavarContext
Lean.withIncRecDepth,Lean.Exception
Lean.RBMap.foldM,Lean.Data.RBMap
OrdinalApprox.gfpApprox,Mathlib.SetTheory.Ordinal.FixedPointApproximants
Std.DTreeMap.Raw.minKey!,Std.Data.DTreeMap.Raw.Basic
Aesop.Script.TacticState.onGoalM,Aesop.Script.TacticState
ENNReal.recTopCoe,Mathlib.Data.ENNReal.Basic
Std.TreeMap.Raw.getKey!,Std.Data.TreeMap.Raw.Basic
Matrix.diagonal_transvection_induction,Mathlib.LinearAlgebra.Matrix.Transvection
List.headD,Init.Data.List.Basic
Lean.Meta.sortFVarsByContextOrder,Batteries.Lean.Meta.Basic
Int.castDef,Mathlib.Data.Int.Cast.Defs
CategoryTheory.MorphismProperty.pushout_inr,Mathlib.CategoryTheory.MorphismProperty.Limits
Or.by_cases',Init.PropLemmas
CategoryTheory.MorphismProperty.baseChange_obj,Mathlib.CategoryTheory.MorphismProperty.Limits
Lean.getProjectionFnInfo?,Lean.ProjFns
Lean.mkDefinitionValInferrringUnsafe,Lean.Environment
Nat.unpaired,Mathlib.Computability.Primrec
QPF.Fix.ind,Mathlib.Data.QPF.Univariate.Basic
Lean.Data.AC.eval,Init.Data.AC
Std.DHashMap.Internal.Raw₀.get!ₘ,Std.Data.DHashMap.Internal.Model
Localization.ind,Mathlib.GroupTheory.MonoidLocalization.Basic
Batteries.RBSet.max!,Batteries.Data.RBMap.Basic
VAdd.comp.vadd,Mathlib.Algebra.Group.Action.Defs
Lean.SubExpr.Pos.foldl,Lean.SubExpr
List.Chain.backwards_induction,Mathlib.Data.List.Chain
Array.filterM,Init.Data.Array.Basic
Lean.pushScope,Lean.ScopedEnvExtension
String.ltb.inductionOn,Mathlib.Data.String.Basic
Std.TreeSet.get!,Std.Data.TreeSet.Basic
Std.HashSet.get!,Std.Data.HashSet.Basic
Lean.getMatchingConstants,Batteries.Lean.Util.EnvSearch
List.Vector.revInductionOn₂,Mathlib.Data.Vector.Snoc
Algebra.PreSubmersivePresentation.jacobian,Mathlib.RingTheory.Smooth.StandardSmooth
preNormEDS',Mathlib.NumberTheory.EllipticDivisibilitySequence
Nat.sub.elim,Init.Data.Nat.Basic
Function.swap₂,Mathlib.Logic.Basic
List.Chain.rel,Mathlib.Data.List.Chain
Lean.Elab.Tactic.Ext.tryIntros,Lean.Elab.Tactic.Ext
Lean.isTracingEnabledFor,Lean.Util.Trace
ltByCases,Mathlib.Order.Defs.LinearOrder
Finset.sum_induction_nonempty,Mathlib.Algebra.BigOperators.Group.Finset.Defs
SimplicialObject.Splitting.summand,Mathlib.AlgebraicTopology.SimplicialObject.Split
FreeMagma.liftAux,Mathlib.Algebra.Free
List.sum,Init.Data.List.Basic
Lean.addTraceAsMessages,Lean.Util.Trace
RingHom.IsStableUnderBaseChange.pullback_fst_appTop,Mathlib.AlgebraicGeometry.Morphisms.RingHomProperties
ContinuousMapZero.induction_on_of_compact,Mathlib.Topology.ContinuousMap.StoneWeierstrass
Nat.maxPowDiv.go.induct,Mathlib.Data.Nat.MaxPowDiv
SNum.rec',Mathlib.Data.Num.Bitwise
Lean.Meta.ppSimpTheorem,Lean.Meta.Tactic.Simp.SimpTheorems
Lean.Compiler.LCNF.withNormFVarResult,Lean.Compiler.LCNF.CompilerM
WithTop.untopD,Mathlib.Order.WithBot
DFinsupp.prod,Mathlib.Data.DFinsupp.BigOperators
List.list_reverse_induction,Mathlib.Data.List.Indexes
Std.TreeSet.Raw.foldM,Std.Data.TreeSet.Raw.Basic
Quotient.inductionOn',Mathlib.Data.Quot
Subfield.closure_induction,Mathlib.Algebra.Field.Subfield.Basic
Lean.unresolveNameGlobal,Lean.ResolveName
Not.decidable_imp_symm,Mathlib.Logic.Basic
Finset.case_strong_induction_on,Mathlib.Data.Finset.Card
Lean.Core.viewBinders,Lean.Meta.ExprLens
Lean.getConstInfoInduct,Lean.MonadEnv
Std.DTreeMap.getKeyLE!,Std.Data.DTreeMap.Basic
StructureGroupoid.LocalInvariantProp.congr_nhdsWithin',Mathlib.Geometry.Manifold.LocalInvariantProperties
Std.TreeMap.getKeyGE,Std.Data.TreeMap.AdditionalOperations
runST,Init.System.ST
WellFoundedLT.induction_bot,Mathlib.Order.BoundedOrder.Lattice
CategoryTheory.Limits.pullback,Mathlib.CategoryTheory.Limits.Shapes.Pullback.HasPullback
Multiset.fold,Mathlib.Data.Multiset.Fold
Std.ExtHashMap.getKeyD,Std.Data.ExtHashMap.Basic
Std.DTreeMap.Internal.Impl.minKey!.induct,Std.Data.DTreeMap.Internal.Model
WfDvdMonoid.induction_on_irreducible,Mathlib.RingTheory.UniqueFactorizationDomain.Defs
CategoryTheory.FreeMonoidalCategory.Hom.inductionOn,Mathlib.CategoryTheory.Monoidal.Free.Basic
List.Vector.inductionOn,Mathlib.Data.Vector.Basic
QPF.Fix.rec,Mathlib.Data.QPF.Univariate.Basic
Std.TreeSet.Raw.getLTD,Std.Data.TreeSet.Raw.Basic
Array.forM,Init.Data.Array.Basic
Part.induction_on,Mathlib.Data.Part
Lean.Meta.LazyDiscrTree.getChildNgen,Lean.Meta.LazyDiscrTree
WittVector.inverseCoeff,Mathlib.RingTheory.WittVector.DiscreteValuationRing
OreLocalization.oreNum,Mathlib.GroupTheory.OreLocalization.OreSet
ite,Init.Prelude
Lean.Compiler.LCNF.DeclValue.mapCodeM,Lean.Compiler.LCNF.Basic
CategoryTheory.Functor.essImage.witness,Mathlib.CategoryTheory.EssentialImage
FirstOrder.Language.DirectLimit.inductionOn,Mathlib.ModelTheory.DirectLimit
ContractingWith.fixedPoint,Mathlib.Topology.MetricSpace.Contracting
Finset.sup_induction,Mathlib.Data.Finset.Lattice.Fold
Option.get,Init.Data.Option.Basic
StateCpsT.run',Init.Control.StateCps
dotProduct,Mathlib.Data.Matrix.Mul
DenseRange.some,Mathlib.Topology.Continuous
FormalMultilinearSeries.partialSum,Mathlib.Analysis.Analytic.Basic
List.findM?,Init.Data.List.Control
Equiv.map,Mathlib.Control.Traversable.Equiv
SetTheory.PGame.leftMovesNimRecOn,Mathlib.SetTheory.Game.Nim
MLList.firstM,Batteries.Data.MLList.Basic
AlgebraicGeometry.HasRingHomProperty.of_comp,Mathlib.AlgebraicGeometry.Morphisms.RingHomProperties
Lean.PrettyPrinter.Delaborator.SubExpr.withAppFn,Lean.PrettyPrinter.Delaborator.SubExpr
WithTop.pred,Mathlib.Order.SuccPred.WithBot
WellFoundedGT.fix,Mathlib.Order.RelClasses
Lean.Meta.mapError,Lean.Meta.Basic
Std.ExtHashMap.getKey,Std.Data.ExtHashMap.Basic
AddSubsemigroup.closure_induction,Mathlib.Algebra.Group.Subsemigroup.Basic
Lean.withTraceNodeBefore,Lean.Util.Trace
Sum.getLeft,Init.Data.Sum.Basic
Eq.subst,Init.Prelude
CauchyFilter.extend,Mathlib.Topology.UniformSpace.Completion
Dvd.elim,Mathlib.Algebra.Divisibility.Basic
Finset.gcd,Mathlib.Algebra.GCDMonoid.Finset
CategoryTheory.Sum.homInduction,Mathlib.CategoryTheory.Sums.Basic
Module.End.Eigenvalues.val,Mathlib.LinearAlgebra.Eigenspace.Basic
Lean.LocalContext.findDeclM?,Lean.LocalContext
SignType.cast,Mathlib.Data.Sign
Batteries.BinomialHeap.forIn,Batteries.Data.BinomialHeap.Basic
Function.dcomp,Mathlib.Logic.Function.Defs
Aesop.optimizeInitialRenameI,Aesop.Script.OptimizeSyntax
DFinsupp.induction₂,Mathlib.Data.DFinsupp.Defs
Path.simps.apply,Mathlib.Topology.Path
ContT.run,Mathlib.Control.Monad.Cont
Lean.assignLevelMVar,Lean.MetavarContext
Subgroup.transferFunction,Mathlib.GroupTheory.Transfer
Lean.Elab.Tactic.withCaseRef,Lean.Elab.Tactic.Basic
Lean.Expr.withApp',Batteries.Lean.Expr
AddSubmonoid.dense_induction,Mathlib.Algebra.Group.Submonoid.Basic
Std.DTreeMap.Internal.Impl.balanceL!.fun_cases,Std.Data.DTreeMap.Internal.Balancing
Std.TreeMap.getKeyGED,Std.Data.TreeMap.Basic
Std.TreeMap.getKeyGT,Std.Data.TreeMap.AdditionalOperations
StructureGroupoid.LocalInvariantProp.liftPropOn_indep_chart,Mathlib.Geometry.Manifold.LocalInvariantProperties
Lean.NameTrie.forM,Lean.Data.NameTrie
Std.Range.forIn',Init.Data.Range.Basic
Lean.Meta.map1MetaM,Lean.Meta.Basic
Finsupp.induction_linear,Mathlib.Data.Finsupp.Single
ManyOneDegree.liftOn₂,Mathlib.Computability.Reduce
of_not_not,Mathlib.Logic.Basic
List.foldl_rel,Init.Data.List.Lemmas
CategoryTheory.Limits.colimit,Mathlib.CategoryTheory.Limits.HasLimits
BestFirstNode.estimate,Mathlib.Data.MLList.BestFirst
Matrix.dotProduct,Mathlib.Data.Matrix.Mul
Lean.PersistentHashMap.foldlM,Lean.Data.PersistentHashMap
Std.TreeSet.getLTD,Std.Data.TreeSet.Basic
Matrix.diag,Mathlib.Data.Matrix.Diagonal
CategoryTheory.ForgetEnrichment.to,Mathlib.CategoryTheory.Enriched.Basic
CategoryTheory.ShortComplex.rightHomology,Mathlib.Algebra.Homology.ShortComplex.RightHomology
Monad.cond,Mathlib.Control.Combinators
Nat.foldRevM,Init.Data.Nat.Control
Monad.join,Mathlib.Control.Combinators
tryFinally,Init.Control.Except
Subsemigroup.iSup_induction,Mathlib.Algebra.Group.Subsemigroup.Membership
Lean.LocalContext.findDeclRevM?,Lean.LocalContext
Lean.mkFreshFVarId,Lean.Expr
Std.DTreeMap.fold,Std.Data.DTreeMap.Basic
Batteries.HashMap.forM,Batteries.Data.HashMap.Basic
Std.HashMap.insertManyIfNewUnit_ind,Std.Data.HashMap.Lemmas
PartENat.casesOn',Mathlib.Data.Nat.PartENat
Lean.RBMap.findD,Lean.Data.RBMap
Option.getDM,Init.Data.Option.Basic
Tuple.graph.proj,Mathlib.Data.Fin.Tuple.Sort
FiberBundleCore.proj,Mathlib.Topology.FiberBundle.Basic
IsBezout.gcd,Mathlib.RingTheory.PrincipalIdealDomain
Aesop.Frontend.RuleConfig.getPhase,Aesop.Frontend.RuleExpr
Lean.setReducibilityStatus,Lean.ReducibilityAttrs
WithZero.cases_on,Mathlib.Algebra.Group.WithOne.Defs
Lean.mergeStructureResolutionOrders,Lean.Structure
Lean.logInfoAt,Lean.Log
Aesop.Frontend.checkRuleSetNotDeclared,Aesop.Frontend.Extension
Matrix.permanent,Mathlib.LinearAlgebra.Matrix.Permanent
LaurentPolynomial.induction_on_mul_T,Mathlib.Algebra.Polynomial.Laurent
Std.ExtDHashMap.getKey,Std.Data.ExtDHashMap.Basic
WeierstrassCurve.Jacobian.dblZ,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula
SimpleGraph.ConnectedComponent.ind,Mathlib.Combinatorics.SimpleGraph.Path
UniqueFactorizationMonoid.induction_on_prime_power,Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicative
Unitization.ind,Mathlib.Algebra.Algebra.Unitization
NonUnitalSubring.closure_induction₂,Mathlib.RingTheory.NonUnitalSubring.Basic
CategoryTheory.coseparator,Mathlib.CategoryTheory.Generator.Basic
Std.ExtHashMap.get!,Std.Data.ExtHashMap.Basic
Std.ExtHashMap.insertManyIfNewUnit_ind,Std.Data.ExtHashMap.Lemmas
Turing.TM2to1.stVar,Mathlib.Computability.TuringMachine
Aesop.Rapp.foldSubgoalsM,Aesop.Tree.Data
Lean.ScopedEnvExtension.getState,Lean.ScopedEnvExtension
RootPairing.EmbeddedG2.shortAddLong,Mathlib.LinearAlgebra.RootSystem.Finite.g2
Quiver.root,Mathlib.Combinatorics.Quiver.Arborescence
Std.TreeMap.getKeyGTD,Std.Data.TreeMap.Basic
Lean.Compiler.LCNF.withNewScope,Lean.Compiler.LCNF.MonadScope
of_iff_true,Init.Core
Ordinal.limitRecOn,Mathlib.SetTheory.Ordinal.Arithmetic
Real.fourierIntegral,Mathlib.Analysis.Fourier.FourierTransform
forall₂_imp,Mathlib.Logic.Basic
CategoryTheory.Limits.cokernel,Mathlib.CategoryTheory.Limits.Shapes.Kernels
Lean.Compiler.LCNF.isSpecCandidate,Lean.Compiler.LCNF.SpecInfo
Subarray.get,Init.Data.Array.Subarray
disjointedRec,Mathlib.Order.Disjointed
List.headI,Mathlib.Data.List.Defs
Lean.hasAssignableMVar,Lean.MetavarContext
Int.le_induction_down,Mathlib.Data.Int.Init
Array.foldlM,Init.Data.Array.Basic
Lean.Compiler.LCNF.normFVar,Lean.Compiler.LCNF.CompilerM
Std.DHashMap.forIn,Std.Data.DHashMap.Basic
Eq.mpr,Init.Core
Std.DHashMap.Raw.Const.insertManyIfNewUnit_ind,Std.Data.DHashMap.RawLemmas
Lean.Elab.Command.InductiveView.withTypeRef,Lean.Elab.MutualInductive
WeierstrassCurve.b₂,Mathlib.AlgebraicGeometry.EllipticCurve.Weierstrass
HasStrictDerivAt.localInverse,Mathlib.Analysis.Calculus.InverseFunctionTheorem.Deriv
TensorProduct.induction_on,Mathlib.LinearAlgebra.TensorProduct.Basic
Function.Fiber.image,Mathlib.Logic.Function.FiberPartition
Std.DTreeMap.Raw.Const.getD,Std.Data.DTreeMap.Raw.Basic
Traversable.foldMap,Mathlib.Control.Fold
Std.TreeMap.Raw.foldl,Std.Data.TreeMap.Raw.Basic
Mathlib.Tactic.ModCases.IntMod.onModCases_start,Mathlib.Tactic.ModCases
Subarray.forIn,Init.Data.Array.Subarray
FinVec.sum,Mathlib.Data.Fin.Tuple.Reflection
Batteries.RBSet.foldr,Batteries.Data.RBMap.Basic
Multiset.induction_on',Mathlib.Data.Multiset.ZeroCons
LocalizedModule.liftOn₂,Mathlib.Algebra.Module.LocalizedModule.Basic
Option.getD,Init.Prelude
ProofWidgets.Util.joinArrays,ProofWidgets.Util
CategoryTheory.equiv_relation,Mathlib.CategoryTheory.IsConnected
Std.DTreeMap.Internal.Impl.balanceL.fun_cases,Std.Data.DTreeMap.Internal.Balancing
HomologicalComplex.cycles,Mathlib.Algebra.Homology.ShortComplex.HomologicalComplex
inferInstance,Init.Prelude
Lean.LocalContext.firstDeclM,Mathlib.Lean.LocalContext
Id.run,Init.Control.Id
Std.DTreeMap.minKey!,Std.Data.DTreeMap.Basic
Computation.memRecOn,Mathlib.Data.Seq.Computation
Std.DTreeMap.Raw.keyAtIndexD,Std.Data.DTreeMap.Raw.Basic
max_rec,Mathlib.Order.Basic
Ordinal.CNFRec,Mathlib.SetTheory.Ordinal.CantorNormalForm
Batteries.HashMap.mergeWithM,Batteries.Data.HashMap.Basic
HomogeneousLocalization.den,Mathlib.RingTheory.GradedAlgebra.HomogeneousLocalization
StructureGroupoid.LocalInvariantProp.congr',Mathlib.Geometry.Manifold.LocalInvariantProperties
bool,Init.Control.Basic
Lean.PrefixTree.foldMatchingM,Lean.Data.PrefixTree
Std.TreeMap.getLT,Std.Data.TreeSet.AdditionalOperations
UniqueFactorizationMonoid.radical,Mathlib.RingTheory.Radical
AEMeasurable.mk,Mathlib.MeasureTheory.Measure.MeasureSpaceDef
Std.TreeSet.Raw.getLT!,Std.Data.TreeSet.Raw.Basic
id,Init.Prelude
LDL.diagEntries,Mathlib.LinearAlgebra.Matrix.LDL
Submodule.mul_induction_on',Mathlib.Algebra.Algebra.Operations
Minimal.prop,Mathlib.Order.Defs.Unbundled
Lean.Meta.transform,Lean.Meta.Transform
SimplexCategory.rec,Mathlib.AlgebraicTopology.SimplexCategory.Defs
RootPairing.coxeterWeightIn,Mathlib.LinearAlgebra.RootSystem.IsValuedIn
MLList.takeAsArray,Batteries.Data.MLList.Basic
Qq.Impl.withUnquotedLCtx,Qq.Macro
