Name,File
FreeAddMonoid.recOn,Mathlib.Algebra.FreeMonoid.Basic
Iff.subst,Init.Core
Lean.logErrorAt,Lean.Log
Std.DHashMap.Internal.AssocList.foldlM,Std.Data.DHashMap.Internal.AssocList.Basic
Lean.setProtected,Mathlib.Tactic.Core
Submodule.fg_induction,Mathlib.RingTheory.Finiteness.Basic
FreeAddMagma.recOnAdd,Mathlib.Algebra.Free
MeasureTheory.lowerCrossingTime,Mathlib.Probability.Martingale.Upcrossing
CategoryTheory.Limits.ClosedUnderLimitsOfShape.limit,Mathlib.CategoryTheory.Limits.FullSubcategory
Subarray.findSomeRevM?,Init.Data.Array.Subarray
Lean.Meta.SynthInstance.mkTableKey,Lean.Meta.SynthInstance
List.findM,Mathlib.Data.List.Defs
PerfectRing.liftAux,Mathlib.FieldTheory.IsPerfectClosure
Nat.findGreatest_of_ne_zero,Mathlib.Data.Nat.Find
Std.TreeSet.revFold,Std.Data.TreeSet.Basic
Lean.isProjectionFn,Lean.ProjFns
Con.induction_on,Mathlib.GroupTheory.Congruence.Defs
Std.TreeMap.getGT,Std.Data.TreeSet.AdditionalOperations
Ordinal.familyOfBFamily',Mathlib.SetTheory.Ordinal.Family
Std.DTreeMap.Internal.Impl.getKeyₘ,Std.Data.DTreeMap.Internal.Model
Aesop.Script.TacticState.applyStep,Aesop.Script.Step
List.getLastI,Mathlib.Data.List.Defs
Ordinal.inductionOn₂,Mathlib.SetTheory.Ordinal.Basic
List.getD,Init.Data.List.BasicAux
Nat.foldRev,Init.Data.Nat.Fold
Aesop.Frontend.eraseGlobalRules,Aesop.Frontend.Extension
Array.forRevM,Init.Data.Array.Basic
CategoryTheory.mem_of_iso,Mathlib.CategoryTheory.ObjectProperty.ClosedUnderIsomorphisms
Std.DHashMap.Raw.forIn,Std.Data.DHashMap.Raw
AddMagma.FreeAddSemigroup.induction_on,Mathlib.Algebra.Free
CategoryTheory.Comonad.ComonadicityInternal.comparisonRightAdjointObj,Mathlib.CategoryTheory.Monad.Comonadicity
Lean.Compiler.LCNF.allFVarM,Lean.Compiler.LCNF.FVarUtil
MonadExcept.ofExcept,Init.Prelude
CategoryTheory.ShortComplex.leftHomology,Mathlib.Algebra.Homology.ShortComplex.LeftHomology
WithBot.succ,Mathlib.Order.SuccPred.WithBot
MonadExcept.orElse,Init.Prelude
Lean.Compiler.LCNF.Code.forM,Lean.Compiler.LCNF.Basic
Multiset.sum_hom_rel,Mathlib.Algebra.BigOperators.Group.Multiset.Defs
Quotient.induction_on_pi,Mathlib.Data.Quot
Lean.Meta.traverseLambdaWithPos.visit,Lean.Meta.ExprTraverse
Lean.RBMap.fold,Lean.Data.RBMap
List.replicateRecOn,Init.Data.List.Lemmas
Lean.Parser.Tactic.Doc.allTagsWithInfo,Lean.Parser.Tactic.Doc
Lean.LocalContext.allM,Lean.LocalContext
transfiniteIterate,Mathlib.Order.TransfiniteIteration
RingHom.IsStableUnderBaseChange.pushout_inl,Mathlib.RingTheory.RingHomProperties
LieSubmodule.iSup_induction,Mathlib.Algebra.Lie.Submodule
Lean.logWarningAt,Lean.Log
CategoryTheory.HasSplitEqualizer.equalizerOfSplit,Mathlib.CategoryTheory.Limits.Shapes.SplitEqualizer
Surreal.lift,Mathlib.SetTheory.Surreal.Basic
Lean.Meta.DiscrTree.Trie.foldValuesM,Lean.Meta.DiscrTree
CategoryTheory.MorphismProperty.pullback_snd,Mathlib.CategoryTheory.MorphismProperty.Limits
Aesop.Rapp.runMetaMInParentState,Aesop.Tree.RunMetaM
Cardinal.inductionOn₂,Mathlib.SetTheory.Cardinal.Defs
Lean.Compiler.LCNF.getSpecParamInfo?,Lean.Compiler.LCNF.SpecInfo
Cycle.prev,Mathlib.Data.List.Cycle
Finset.truncatedInf,Mathlib.Combinatorics.SetFamily.AhlswedeZhang
Quotient.hrecOn,Init.Core
ULower.up,Mathlib.Logic.Encodable.Basic
Nat.binaryRecFromOne,Mathlib.Data.Nat.BinaryRec
Function.sometimes,Mathlib.Logic.Function.Basic
Std.TreeSet.Raw.foldl,Std.Data.TreeSet.Raw.Basic
Nat.leRec,Mathlib.Data.Nat.Init
ForInStep.bind,Batteries.Control.ForInStep.Basic
Lean.Compiler.LCNF.LetValue.mapFVarM,Lean.Compiler.LCNF.FVarUtil
Turing.TM2to1.stmtStRec,Mathlib.Computability.TuringMachine
Multiset.lcm,Mathlib.Algebra.GCDMonoid.Multiset
Std.DTreeMap.Const.findD,Std.Data.DTreeMap.Basic
FreeMonoid.prodAux,Mathlib.Algebra.FreeMonoid.Basic
Std.Sat.AIG.idx_trichotomy,Std.Sat.AIG.Lemmas
Std.DTreeMap.Internal.Impl.getKeyLT!,Std.Data.DTreeMap.Internal.Queries
Std.DTreeMap.keyAtIndex!,Std.Data.DTreeMap.Basic
Std.DTreeMap.Internal.Impl.getKeyGED,Std.Data.DTreeMap.Internal.Queries
Matrix.mulVec,Mathlib.Data.Matrix.Mul
Fin.consInduction,Mathlib.Data.Fin.Tuple.Basic
Vector.findSomeM?,Init.Data.Vector.Basic
Lean.addDeclarationRanges,Lean.DeclarationRange
Std.TreeMap.getKeyGE!,Std.Data.TreeMap.Basic
Tuple.bubble_sort_induction,Mathlib.Data.Fin.Tuple.BubbleSortInduction
Fin.rec0,Mathlib.Data.Fin.Basic
WeierstrassCurve.Jacobian.negAddY,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula
Std.DHashMap.Raw.fold,Std.Data.DHashMap.Raw
Batteries.Tactic.Alias.getAliasInfo,Batteries.Tactic.Alias
Std.TreeMap.Raw.getKeyGTD,Std.Data.TreeMap.Raw.Basic
Lean.Meta.getUnassignedExprMVars,Batteries.Lean.Meta.Basic
Std.DTreeMap.Internal.Impl.balanceR!.fun_cases,Std.Data.DTreeMap.Internal.Balancing
Prod.GameAdd.induction,Mathlib.Order.GameAdd
Lean.SimplePersistentEnvExtension.findStateAsync,Lean.EnvExtension
SimplexCategoryGenRel.hom_induction,Mathlib.AlgebraicTopology.SimplexCategory.GeneratorsRelations.Basic
Valuation.onQuotVal,Mathlib.RingTheory.Valuation.Quotient
LinearOrderedCommGroup.Subgroup.genLTOne,Mathlib.Algebra.Order.Group.Cyclic
Finsupp.induction₂,Mathlib.Data.Finsupp.Single
CategoryTheory.Projective.syzygies,Mathlib.CategoryTheory.Preadditive.Projective.Basic
Function.leftLim,Mathlib.Topology.Order.LeftRightLim
Std.DHashMap.Internal.Raw₀.insertMany_ind,Std.Data.DHashMap.Internal.RawLemmas
Con.induction_on_units,Mathlib.GroupTheory.Congruence.Defs
Aesop.getStatsArray,Aesop.Stats.Extension
Batteries.RBNode.forIn.visit,Batteries.Data.RBMap.Basic
RootPairing.coxeterWeight,Mathlib.LinearAlgebra.RootSystem.Defs
Polynomial.eval,Mathlib.Algebra.Polynomial.Eval.Defs
Measurable.ennreal_sigmaFinite_induction,Mathlib.MeasureTheory.Function.SimpleFunc
WeierstrassCurve.Jacobian.addZ,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula
FreeMagma.recOnPure,Mathlib.Algebra.Free
IsLocalizedModule.fromLocalizedModule',Mathlib.Algebra.Module.LocalizedModule.Basic
Quotient.rec,Init.Core
AddCon.liftOn,Mathlib.GroupTheory.Congruence.Defs
Lean.Elab.OpenDecl.resolveNameUsingNamespaces,Lean.Elab.Open
WeierstrassCurve.b₄,Mathlib.AlgebraicGeometry.EllipticCurve.Weierstrass
CategoryTheory.Injective.under,Mathlib.CategoryTheory.Preadditive.Injective.Basic
Aesop.time,Aesop.Util.Basic
Or.elim,Init.Prelude
Topology.reorderRestrictProd,Mathlib.Topology.IsClosedRestrict
WeierstrassCurve.j,Mathlib.AlgebraicGeometry.EllipticCurve.Weierstrass
StateCpsT.run,Init.Control.StateCps
Hausdorffification.induction_on,Mathlib.RingTheory.AdicCompletion.Basic
Nondet.toList,Batteries.Control.Nondet.Basic
Std.DTreeMap.Internal.Impl.get!,Std.Data.DTreeMap.Internal.Queries
Finset.induction_on_pi_max,Mathlib.Data.Finset.PiInduction
Fin.repeat,Mathlib.Data.Fin.Tuple.Basic
Vector.findSomeRevM?,Init.Data.Vector.Basic
try?,Mathlib.Control.Basic
Submonoid.induction_of_closure_eq_top_left,Mathlib.Algebra.Group.Submonoid.Membership
Lean.PrettyPrinter.Delaborator.SubExpr.withMDataExpr,Lean.PrettyPrinter.Delaborator.SubExpr
Finset.traverse,Mathlib.Data.Finset.Functor
Finset.strongInduction,Mathlib.Data.Finset.Card
Lean.withHeartbeats,Lean.Util.Heartbeats
CategoryTheory.ObjectProperty.prop_tensor,Mathlib.CategoryTheory.Monoidal.Subcategory
Std.DTreeMap.Internal.Impl.applyPartition,Std.Data.DTreeMap.Internal.Model
castNum,Mathlib.Data.Num.Basic
wfParam,Init.WF
Quot.recOnSubsingleton,Init.Core
Option.pmap_pred_congr,Init.Data.Option.Lemmas
Int.induction_on,Mathlib.Data.Int.Init
Lean.commitWhenSome?,Lean.Util.MonadBacktrack
Dvd.elim_left,Mathlib.Algebra.Divisibility.Basic
Nat.elimOffset,Init.Data.Nat.Linear
Std.SharedMutex.atomically,Std.Sync.SharedMutex
Std.DHashMap.Raw.foldRev,Std.Data.DHashMap.Raw
taylorCoeffWithin,Mathlib.Analysis.Calculus.Taylor
modify,Init.Prelude
Mathlib.Tactic.Nontriviality.subsingleton_or_nontrivial_elim,Mathlib.Tactic.Nontriviality.Core
Finset.cons_induction_on,Mathlib.Data.Finset.Insert
QPF.Fix.dest,Mathlib.Data.QPF.Univariate.Basic
Finset.centroidWeights,Mathlib.LinearAlgebra.AffineSpace.Combination
Nat.strong_decreasing_induction,Mathlib.Order.Interval.Finset.Nat
Set.IicExtend,Mathlib.Order.Interval.Set.ProjIcc
Mathlib.Tactic.BicategoryLike.NormalExpr.idM,Mathlib.Tactic.CategoryTheory.Coherence.Normalize
List.Pairwise.rel_dropLast_getLast,Mathlib.Data.List.Pairwise
Aesop.withExceptionPrefix,Aesop.Util.Basic
sup_ind,Mathlib.Order.Lattice
Subarray.findSomeRevM?.find,Init.Data.Array.Subarray
TrivSqZeroExt.snd,Mathlib.Algebra.TrivSqZeroExt
UniqueFactorizationMonoid.induction_on_coprime,Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicative
WType.elim,Mathlib.Data.W.Basic
act_rel_act_of_rel,Mathlib.Algebra.Order.Monoid.Unbundled.Defs
AddOreLocalization.liftExpand,Mathlib.GroupTheory.OreLocalization.Basic
Std.DTreeMap.Internal.Impl.maxKey.induct,Std.Data.DTreeMap.Internal.Model
Lean.assignDelayedMVar,Lean.MetavarContext
Lean.Server.ServerTask.get,Lean.Server.ServerTask
AddAction.ofQuotientStabilizer,Mathlib.GroupTheory.GroupAction.Quotient
jacobiSum,Mathlib.NumberTheory.JacobiSum.Basic
GenContFract.compExactValue,Mathlib.Algebra.ContinuedFractions.Computation.CorrectnessTerminating
ByteArray.mapM,Batteries.Data.ByteArray
Std.DTreeMap.Internal.Impl.get!ₘ,Std.Data.DTreeMap.Internal.Model
PredOrder.limitRecOn,Mathlib.Order.SuccPred.Limit
PFunctor.Obj.iget,Mathlib.Data.PFunctor.Univariate.Basic
Lean.Compiler.LCNF.ToExpr.run,Lean.Compiler.LCNF.ToExpr
Aesop.getSingleGoal,Aesop.Saturate
Lean.Meta.visitForall.visit,Lean.Meta.ForEachExpr
AddCon.induction_on₂,Mathlib.GroupTheory.Congruence.Defs
Unitization.fst,Mathlib.Algebra.Algebra.Unitization
Submodule.smithNormalFormCoeffs,Mathlib.LinearAlgebra.FreeModule.PID
List.TProd.elim,Mathlib.Data.Prod.TProd
Lean.collectAxioms,Lean.Util.CollectAxioms
SetTheory.PGame.numeric_rec,Mathlib.SetTheory.Surreal.Basic
Lean.Syntax.foldArgsM,Lean.Parser.Basic
Submonoid.closure_induction_right,Mathlib.Algebra.Group.Submonoid.Membership
MvPolynomial.induction_on,Mathlib.Algebra.MvPolynomial.Basic
Std.HashMap.get!,Std.Data.HashMap.Basic
CategoryTheory.Limits.pushout,Mathlib.CategoryTheory.Limits.Shapes.Pullback.HasPullback
inf_ind,Mathlib.Order.Lattice
Nat.evenOddStrongRec,Mathlib.Data.Nat.EvenOddRec
FirstOrder.Language.DirectLimit.unify,Mathlib.ModelTheory.DirectLimit
Nat.forRevM,Init.Data.Nat.Control
MvPolynomial.induction_on'',Mathlib.Algebra.MvPolynomial.Basic
Finset.induction_on_pi_of_choice,Mathlib.Data.Finset.PiInduction
Nat.rawCast,Mathlib.Tactic.NormNum.Result
Std.DTreeMap.getKeyGT,Std.Data.DTreeMap.AdditionalOperations
Array.mapM'.go,Init.Data.Array.BasicAux
cfcₙ,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.NonUnital
Aesop.Script.UScript.render,Aesop.Script.UScript
Matrix.cramerMap,Mathlib.LinearAlgebra.Matrix.Adjugate
Std.DTreeMap.foldrM,Std.Data.DTreeMap.Basic
Set.Nonempty.some,Mathlib.Data.Set.Basic
MvPowerSeries.eval₂,Mathlib.RingTheory.MvPowerSeries.Evaluation
Lean.Meta.replaceSubexpr,Lean.Meta.ExprLens
MonoidHom.commutatorMap,Mathlib.GroupTheory.FixedPointFree
Std.DTreeMap.foldlM,Std.Data.DTreeMap.Basic
Sym2.rec,Mathlib.Data.Sym.Sym2
Subsingleton.set_cases,Mathlib.Data.Set.Basic
Lean.addDocString,Lean.DocString.Add
List.Pairwise.rel_of_mem_append,Init.Data.List.Pairwise
Lean.Widget.evalUserWidgetDefinition,Lean.Widget.UserWidget
Decidable.byCases,Init.Core
List.rel_of_chain_cons,Batteries.Data.List.Lemmas
Filter.bliminf,Mathlib.Order.LiminfLimsup
Mathlib.Tactic.BicategoryLike.MonadMor₂Iso.id₂M',Mathlib.Tactic.CategoryTheory.Coherence.Datatypes
Aesop.UnorderedArraySet.fold,Aesop.Util.UnorderedArraySet
Lean.getAllParentStructures,Lean.Structure
castZNum,Mathlib.Data.Num.Basic
ByteArray.forIn.loop,Init.Data.ByteArray.Basic
Lean.Elab.checkSyntaxNodeKind,Lean.Elab.Util
Plausible.NoShrink.get,Plausible.Sampleable
Std.TreeMap.maxKey,Std.Data.TreeMap.Basic
List.Vector.get,Mathlib.Data.Vector.Defs
NumberField.RingOfIntegers.val,Mathlib.NumberTheory.NumberField.Basic
Matrix.vecAlt1,Mathlib.Data.Fin.VecNotation
Aesop.forEachExprInLCtx,Aesop.Util.Basic
Turing.ListBlank.induction_on,Mathlib.Computability.Tape
MeasureTheory.Lp.induction_stronglyMeasurable,Mathlib.MeasureTheory.Function.ConditionalExpectation.AEMeasurable
Std.TreeMap.Raw.getKeyD,Std.Data.TreeMap.Raw.Basic
Std.DTreeMap.Internal.Impl.link2.fun_cases,Std.Data.DTreeMap.Internal.WF.Lemmas
leftAdd,Mathlib.Algebra.Group.Defs
Quotient.finRecOn,Mathlib.Data.Fintype.Quotient
Aesop.Goal.runMetaMModifyingParentState,Aesop.Tree.RunMetaM
Algebra.adjoin_induction,Mathlib.Algebra.Algebra.Subalgebra.Lattice
CategoryTheory.Limits.IsCofiltered.sequentialFunctor_obj,Mathlib.CategoryTheory.Limits.Shapes.Countable
Lean.MonadHashMapCacheAdapter.findCached?,Lean.Util.MonadCache
Polynomial.nextCoeff,Mathlib.Algebra.Polynomial.Degree.Definitions
Lean.Meta.withIncRecDepth,Lean.Meta.Basic
Composition.recOnAppendSingle,Mathlib.Combinatorics.Enumerative.Composition
Array.getLit,Init.Data.Array.GetLit
Lean.Syntax.ifNodeKind,Lean.Syntax
Quotient.lift₂,Init.Core
Function.swap,Mathlib.Logic.Function.Defs
fourierCoeffOn,Mathlib.Analysis.Fourier.AddCircle
CategoryTheory.ActionCategory.cases,Mathlib.CategoryTheory.Action
Lean.Grind.CommRing.NullCert.denote,Init.Grind.CommRing.Poly
Lean.computeStructureResolutionOrder,Lean.Structure
WeierstrassCurve.Jacobian.negDblY,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula
Multiset.prod,Mathlib.Algebra.BigOperators.Group.Multiset.Defs
Lean.Elab.elabSetOption,Lean.Elab.SetOption
Lean.getRefPosition,Lean.Log
Submodule.iSup_induction,Mathlib.LinearAlgebra.Span.Basic
Cubic.disc,Mathlib.Algebra.CubicDiscriminant
MvPolynomial.monomial_add_induction_on,Mathlib.Algebra.MvPolynomial.Basic
Set.liftCover,Mathlib.Data.Set.UnionLift
TwoSidedIdeal.span_induction,Mathlib.RingTheory.TwoSidedIdeal.Operations
Polynomial.content,Mathlib.RingTheory.Polynomial.Content
Lean.Meta.DiscrTree.foldValues,Lean.Meta.DiscrTree
List.Chain.induction,Mathlib.Data.List.Chain
Aesop.Frontend.RuleExpr.toAdditionalRules,Aesop.Frontend.RuleExpr
Lean.Core.withIncRecDepth,Lean.CoreM
BAll.imp_left,Mathlib.Logic.Basic
Finset.noncommProd_induction,Mathlib.Data.Finset.NoncommProd
Aesop.Script.SScript.render.go,Aesop.Script.SScript
Std.HashSet.Raw.forM,Std.Data.HashSet.Raw
Lean.Elab.Tactic.classical,Lean.Elab.Tactic.Classical
Lean.withExporting,Lean.Environment
Set.restrict₂,Mathlib.Data.Set.Restrict
Polynomial.Chebyshev.T.induct,Mathlib.RingTheory.Polynomial.Chebyshev
List.pure,Init.Data.List.Basic
AlgebraicGeometry.Scheme.OpenCover.IsOpen,Mathlib.AlgebraicGeometry.Cover.Open
Std.TreeSet.getGED,Std.Data.TreeSet.Basic
Pi.map,Mathlib.Logic.Function.Defs
Std.DTreeMap.Const.get!,Std.Data.DTreeMap.Basic
MeasureTheory.predictablePart,Mathlib.Probability.Martingale.Centering
PNat.caseStrongInductionOn,Mathlib.Data.PNat.Basic
Cycle.next,Mathlib.Data.List.Cycle
Nonempty.elim,Init.Prelude
List.sum_hom_rel,Mathlib.Algebra.BigOperators.Group.List.Defs
isClosed_property,Mathlib.Topology.DenseEmbedding
List.mapFinIdxM.go,Init.Data.List.MapIdx
CategoryTheory.MorphismProperty.of_isPushout,Mathlib.CategoryTheory.MorphismProperty.Limits
FreeSemigroup.recOnPure,Mathlib.Algebra.Free
Lean.Grind.CommRing.Poly.insertC.go.induct,Init.Grind.CommRing.Poly
FractionalIdeal.mul_induction_on,Mathlib.RingTheory.FractionalIdeal.Basic
Std.DTreeMap.getKeyGE!,Std.Data.DTreeMap.Basic
LaurentPolynomial.smeval,Mathlib.Algebra.Polynomial.Laurent
Turing.ListBlank.head,Mathlib.Computability.Tape
RingTheory.Sequence.IsWeaklyRegular.recIterModByRegular,Mathlib.RingTheory.Regular.RegularSequence
Std.TreeMap.keyAtIdx!,Std.Data.TreeMap.Basic
Std.DTreeMap.getKeyGED,Std.Data.DTreeMap.Basic
Turing.ListBlank.liftOn,Mathlib.Computability.Tape
FreeAbelianGroup.induction_on',Mathlib.GroupTheory.FreeAbelianGroup
MeasureTheory.stoppedProcess,Mathlib.Probability.Process.Stopping
Lean.RArray.get,Init.Data.RArray
Std.DTreeMap.getKeyD,Std.Data.DTreeMap.Basic
List.Vector.elim,Mathlib.Data.Vector.Defs
List.Chain.backwards_induction_head,Mathlib.Data.List.Chain
Lean.Elab.Command.isMutualInductive,Lean.Elab.MutualInductive
Aesop.sortedMedianD,Aesop.Stats.Report
Lean.Meta.visitLambda.visit,Lean.Meta.ForEachExpr
HasStrictFDerivAt.implicitFunction,Mathlib.Analysis.Calculus.Implicit
Tropical.untrop,Mathlib.Algebra.Tropical.Basic
Lean.Elab.Term.withoutTacticReuse,Lean.Elab.Term
Vector3.consElim,Mathlib.Data.Vector3
Nat.cauchy_induction,Mathlib.Order.Interval.Finset.Nat
Finset.strongDownwardInduction,Mathlib.Data.Finset.Card
Fin.foldl,Init.Data.Fin.Fold
Fin.tail,Mathlib.Data.Fin.Tuple.Basic
Finset.noncommSum_induction,Mathlib.Data.Finset.NoncommProd
Lean.PrettyPrinter.Delaborator.SubExpr.withProj,Lean.PrettyPrinter.Delaborator.SubExpr
modifyGetThe,Init.Prelude
Std.TreeMap.Raw.foldM,Std.Data.TreeMap.Raw.Basic
MLList.getLast?.aux,Batteries.Data.MLList.Basic
CategoryTheory.Localization.induction_costructuredArrow,Mathlib.CategoryTheory.Localization.StructuredArrow
Aesop.optimizeInitialRenameI.tacsToTacticSeq,Aesop.Script.OptimizeSyntax
AddSubgroup.iSup_induction',Mathlib.Algebra.Group.Subgroup.Pointwise
Monad.foldl,Mathlib.Control.Combinators
Nat.allM.loop,Init.Data.Nat.Control
ImplicitFunctionData.implicitFunction,Mathlib.Analysis.Calculus.Implicit
Lean.Elab.InfoTree.visitM,Lean.Server.InfoUtils
Array.foldrM.fold.induct,Init.Internal.Order.Lemmas
AlgebraicGeometry.HasAffineProperty.of_isPullback,Mathlib.AlgebraicGeometry.Morphisms.Basic
Std.DTreeMap.Internal.Impl.minKey,Std.Data.DTreeMap.Internal.Queries
Functor.discard,Init.Control.Basic
AdicCompletion.induction_on,Mathlib.RingTheory.AdicCompletion.Basic
Aesop.isStatsCollectionOrTracingEnabled,Aesop.Stats.Basic
Lean.Meta.Grind.Origin.pp,Lean.Meta.Tactic.Grind.EMatchTheorem
Std.Range.forIn'.loop,Init.Data.Range.Basic
act_rel_of_rel_of_act_rel,Mathlib.Algebra.Order.Monoid.Unbundled.Defs
CategoryTheory.Functor.Initial.lift,Mathlib.CategoryTheory.Limits.Final
Std.Internal.List.getKey,Std.Data.Internal.List.Associative
Lean.Elab.checkSyntaxNodeKindAtNamespaces,Lean.Elab.Util
Equiv.Perm.swap_induction_on',Mathlib.GroupTheory.Perm.Sign
Aesop.Frontend.RuleConfig.getPenalty,Aesop.Frontend.RuleExpr
Array.maxD,Batteries.Data.Array.Basic
Continuous.connectedComponentsLift,Mathlib.Topology.Connected.TotallyDisconnected
Lean.Elab.elabAttr,Lean.Elab.Attributes
Function.Pullback.fst,Mathlib.Data.Set.Prod
Std.DHashMap.Internal.AssocList.forInStep,Std.Data.DHashMap.Internal.AssocList.Basic
Std.Internal.List.assoc_induction,Std.Data.Internal.List.Associative
npowRec,Mathlib.Algebra.Group.Defs
EReal.induction₂,Mathlib.Data.EReal.Basic
AddOpposite.unop,Mathlib.Algebra.Opposites
Std.DTreeMap.Internal.Impl.getKeyGE,Std.Data.DTreeMap.Internal.Queries
Lean.Server.Completion.forEligibleDeclsM,Lean.Server.Completion.EligibleHeaderDecls
Trunc.induction_on₂,Mathlib.Data.Quot
Lean.Meta.traverseChildren,Lean.Meta.ExprTraverse
Plausible.runRandWith,Plausible.Random
Std.DTreeMap.Raw.getKeyGTD,Std.Data.DTreeMap.Raw.Basic
Std.DTreeMap.Internal.Impl.minEntry?.induct,Std.Data.DTreeMap.Internal.Model
Function.eval,Mathlib.Logic.Function.Basic
DirectLimit.lift,Mathlib.Order.DirectedInverseSystem
Lean.RBNode.forIn.visit,Lean.Data.RBMap
Affine.Simplex.altitudeFoot,Mathlib.Geometry.Euclidean.Altitude
HomologicalComplex.xNext,Mathlib.Algebra.Homology.HomologicalComplex
Std.DTreeMap.Const.find!,Std.Data.DTreeMap.Basic
MeasureTheory.upperCrossingTime,Mathlib.Probability.Martingale.Upcrossing
Lean.Syntax.MonadTraverser.goRight,Lean.Syntax
WeierstrassCurve.Jacobian.neg,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Point
Exists.choose,Init.Classical
Lean.Elab.Command.withViewTypeRef,Lean.Elab.MutualInductive
Std.DTreeMap.Internal.Impl.foldlM,Std.Data.DTreeMap.Internal.Queries
Lean.PersistentArray.forM,Lean.Data.PersistentArray
Std.DTreeMap.Raw.keyAtIndex!,Std.Data.DTreeMap.Raw.Basic
Aesop.filterDiscrTreeM,Aesop.Util.Basic
IsLocalization.coeffIntegerNormalization,Mathlib.RingTheory.Localization.Integral
Std.DTreeMap.Internal.Impl.getKeyGE!,Std.Data.DTreeMap.Internal.Queries
Lean.printTraces,Lean.Util.Trace
Std.TreeMap.Raw.forIn,Std.Data.TreeMap.Raw.Basic
NonUnitalSubring.closure_induction,Mathlib.RingTheory.NonUnitalSubring.Basic
DirectLimit.lift₂,Mathlib.Order.DirectedInverseSystem
List.choose_property,Mathlib.Data.List.Basic
Fintype.balance,Mathlib.Algebra.BigOperators.Balance
CFC.nnrpow,Mathlib.Analysis.SpecialFunctions.ContinuousFunctionalCalculus.Rpow.Basic
Lean.getMatchingConstants.check,Batteries.Lean.Util.EnvSearch
Lean.Order.lfp,Init.Internal.Order.Basic
Std.DTreeMap.Raw.get,Std.Data.DTreeMap.Raw.Basic
Std.DTreeMap.Raw.fold,Std.Data.DTreeMap.Raw.Basic
Nonempty.some,Mathlib.Logic.Nonempty
Lean.PrettyPrinter.Delaborator.SubExpr.withBoundedAppFnArgs,Lean.PrettyPrinter.Delaborator.SubExpr
Batteries.RBMap.forM,Batteries.Data.RBMap.Basic
Std.DTreeMap.Raw.foldlM,Std.Data.DTreeMap.Raw.Basic
HomologicalComplex.homology,Mathlib.Algebra.Homology.ShortComplex.HomologicalComplex
MeasureTheory.posConvolution,Mathlib.Analysis.Convolution
Qq.Impl.withLetHave,Qq.Match
toIocMod,Mathlib.Algebra.Order.ToIntervalMod
FormalMultilinearSeries.ofScalarsSum,Mathlib.Analysis.Analytic.OfScalars
Polynomial.evalEval,Mathlib.Algebra.Polynomial.Bivariate
SimplexCategoryGenRel.hom_induction',Mathlib.AlgebraicTopology.SimplexCategory.GeneratorsRelations.Basic
ContinuousMap.induction_on,Mathlib.Topology.ContinuousMap.StoneWeierstrass
AlgebraicGeometry.HasRingHomProperty.of_iSup_eq_top,Mathlib.AlgebraicGeometry.Morphisms.RingHomProperties
Std.DTreeMap.Internal.Impl.maxKey!.induct,Std.Data.DTreeMap.Internal.Model
WeierstrassCurve.Δ,Mathlib.AlgebraicGeometry.EllipticCurve.Weierstrass
Matrix.diagonal_transvection_induction_of_det_ne_zero,Mathlib.LinearAlgebra.Matrix.Transvection
Array.mapFinIdxM,Init.Data.Array.Basic
MvPFunctor.w_cases,Mathlib.Data.PFunctor.Multivariate.W
ExceptCpsT.runK,Init.Control.ExceptCps
Std.TreeSet.forM,Std.Data.TreeSet.Basic
Lean.Loop.forIn,Init.While
QuotientAddGroup.induction_on',Mathlib.GroupTheory.Coset.Defs
List.mapIdxM,Init.Data.List.MapIdx
Std.HashMap.forIn,Std.Data.HashMap.Basic
Affine.Simplex.circumcenter,Mathlib.Geometry.Euclidean.Circumcenter
Lean.ofExcept,Lean.Exception
TopCat.Presheaf.SheafCondition.OpensLeCover.index,Mathlib.Topology.Sheaves.SheafCondition.OpensLeCover
Acc.induction_bot,Mathlib.Order.WellFounded
Monad.whenb,Mathlib.Control.Combinators
AkraBazziRecurrence.max_bi,Mathlib.Computability.AkraBazzi.AkraBazzi
Lean.Meta.fullApproxDefEq,Lean.Meta.Basic
cfc,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unital
Lean.Order.fix,Init.Internal.Order.Basic
SetTheory.PGame.rightMoves_mul_cases,Mathlib.SetTheory.Game.Basic
Succ.rec_bot,Mathlib.Order.SuccPred.Archimedean
Std.TreeSet.foldM,Std.Data.TreeSet.Basic
Matrix.vecEmpty,Mathlib.Data.Fin.VecNotation
solvableByRad.induction,Mathlib.FieldTheory.AbelRuffini
List.next,Mathlib.Data.List.Cycle
Lean.Elab.Tactic.iterateExactly',Mathlib.Tactic.Core
Set.iUnionLift,Mathlib.Data.Set.UnionLift
Filter.blimsup,Mathlib.Order.LiminfLimsup
FreeAddGroup.induction_on,Mathlib.GroupTheory.FreeGroup.Basic
finZeroElim,Mathlib.Data.Fin.Basic
Exists.fst,Mathlib.Logic.Basic
Lean.MVarId.withContext,Lean.Meta.Basic
